Monday,Tuesday,Wednesday,Thursday,Friday,Monday2,y
5853.76,5846.66,5728.37,5829.69,5764.06,5791.73,-1
5791.73,5663.26,5582.76,5675.76,5754.86,5792.19,1
5792.19,5861.19,5835.23,5777.28,5735.88,5746.04,-1
5746.04,5752.51,5614.51,5512.28,5433.49,5453.77,-1
5453.77,5520.71,5455.44,5361.92,5222.12,5207.83,-1
5207.83,5216.11,5220.21,5254.04,5387.5,5406.47,1
5406.47,5308.78,5305,5162.4,5188.17,5094.1,1
5094.1,5208.1,5048.08,4875.37,4730.67,4670.13,-1
4243.68,4194.85,4041.8,3809.67,3787.23,4038.69,-1
4038.69,4009.12,4095.32,4184.5,4308.15,4239.97,1
4239.97,4304.2,4436.66,4548.13,4487.69,4495.15,-1
4495.15,4472.42,4613.19,4718.46,4625.13,4548.48,-1
4548.48,4626.48,4644.82,4574.37,4513.53,4619.32,-1
4619.32,4704.22,4811.82,4715.6,4820.26,4660.35,1
4660.35,4543.98,4559.13,4636.13,4583.31,4755.11,-1
4755.11,4707.65,4860.66,4993.57,4910.07,4820.37,-1
4820.37,4946.97,4953.53,5006.33,5062.64,5185.1,1
5185.1,5096.18,5087.03,5124.54,5150.97,5114.12,1
5114.12,5059.57,4915.95,4936.08,4989.91,4988.44,1
4988.44,5013.99,5262.75,5271.29,5199.03,5124.68,-1
5124.68,5146.45,5062.56,4966.05,4909.42,5067.99,-1
5232.22,5236.37,5288.21,5228.11,5209.97,5065.84,-1
5065.84,5062.04,4984.2,5133.4,5122.23,5069.74,-1
5069.74,5045.72,5163.03,5170.44,5156.63,5159.02,-1
5159.02,5084.52,5052.2,5107.61,5097.06,4984.48,-1
4984.48,4936.75,4804.41,4862.62,4835.95,4940,-1
4940,4884.78,4935.35,4973.77,4862.6,4871.76,-1
5245.84,5228.67,5285.26,5289.43,5359.55,5340.67,1
5340.67,5275.81,5245.99,5276.87,5401.11,5426.04,1
5426.04,5462.55,5364.7,5348.68,5366.13,5317.38,1
5180.33,5170.25,5265.36,5162.96,5189.65,5244.2,1
5244.2,5343.88,5318.55,5262.88,5284.55,5205.48,1
5205.48,5192.1,5160.14,5054.41,5000.38,5008.04,-1
4880.67,4872.41,5028.59,4966.48,4871.7,4975.48,-1
4975.48,5049.08,5072.39,5047.45,5036.41,4998.99,-1
4998.99,4984.61,4919.5,4879.5,4899.13,4961.54,1
4961.54,4918.58,4881.8,4761.96,4818.3,4747.95,1
4747.95,4625.79,4624.31,4657.52,4610.18,4589.26,-1
4589.26,4606.09,4510.19,4470.14,4303.85,4475.1,-1
4475.1,4433.85,4354.82,4245.68,4232.4,4127.21,-1
4127.21,4202.97,4099.05,4259.43,4382.56,4366.81,1
4366.81,4195.95,4138.15,4258.62,4483.03,4442.33,1
4442.33,4369.76,4190.22,4118.5,4130.8,3912.51,1
3912.51,3977.75,4092.82,4100.75,3891.88,3691.43,-1
3691.43,3515.83,3632.66,3520.46,3579,3859.78,1
3859.78,3878.94,3700.14,3606.45,3532.49,3332.65,-1
3332.65,3568.64,3465.54,3679.26,3760.86,3647.13,1
3647.13,3683.21,3589.92,3665.74,3684.69,3837.67,1
3837.67,3768.51,3868.17,3906.55,3828.26,3783.84,-1
3783.84,3851.34,3682.84,3660.95,3712.94,3609.41,1
3609.41,3398.99,3425.9,3354.71,3485.68,3429.22,1
3429.22,3494.69,3584.69,3421.87,3361.28,3319.05,-1
3319.05,3289.13,3124.92,3007.47,3065.73,2914.25,1
2914.25,2873.21,2962.5,3020.6,2918.9,2769.03,-1
2769.03,2865.23,2926.74,2813.3,2714.62,2667.39,-1
2667.39,2622.09,2597.88,2733.19,2930.74,2850.11,1
2850.11,3048.27,3008.93,3172.46,3163.67,3282.67,-1
3282.67,3155.97,3015.42,3090.01,3102.01,3198.96,1
3198.96,3022.01,3113.59,3152.85,3165.16,3327.94,1
3327.94,3351.32,3298.84,3155.66,3079.1,3042.06,-1
3042.06,3115.88,3066.42,3188.39,3191.76,3218.36,1
3218.36,3206.93,3212.99,3304.63,3320.88,3299.24,1
3299.24,3191.63,3346.14,3360.76,3320.32,3380.2,-1
3380.2,3280.49,3320.75,3224.74,3207.53,3065.57,-1
3065.57,3167.99,3196.05,3111.88,3077.06,3205.29,-1
3205.29,3139.97,3022.69,2961.41,3024.22,3000.84,1
3157.25,3112.77,2993,3037.68,3037.33,3060.65,-1
3060.65,3098.72,3049.4,3054.11,2918.82,2893.55,-1
2893.55,2870.57,2803.25,2811.22,2717.82,2643.8,-1
2643.8,2671.36,2706.57,2693.78,2747.83,2751.99,1
2751.99,2632.98,2725.88,2649,2569.34,2586.09,-1
2586.09,2627,2571.25,2555.27,2674.46,2708.97,1
2708.97,2740.14,2624.65,2591.26,2648.87,2571.35,1
2571.35,2485.5,2450.2,2513.22,2547.05,2549.65,1
2549.65,2501.03,2498.02,2437.51,2431.66,2329.04,-1
2329.04,2305.3,2202.96,2354.31,2403.19,2487.12,1
2487.12,2584.61,2615.22,2604.85,2715.06,2548.37,1
2548.37,2636.1,2579.33,2584.05,2520.84,2423.87,-1
2423.87,2450.19,2589.35,2569.81,2654.07,2808.94,1
2808.94,2767.79,2734.1,2697.1,2733.95,2776.78,1
3013.04,3066.95,3005.64,2886.08,2956.59,2937.26,1
2937.26,2909.95,2926.03,2989.38,2989.08,2850.68,-1
2850.68,2838.93,2827.25,2865.21,2822.83,2828.28,-1
2828.28,2873.6,2919.54,2906.71,2982.68,3064.56,1
3064.56,3026.82,3080.02,3039.76,3127.46,3094.76,1
3094.76,3140.34,3178.15,3219.47,3168.71,3264.5,-1
3264.5,3286.48,3304.15,3247.11,3238.98,3186.39,-1
3186.39,3217.34,3198.82,3241.22,3224.66,3220.58,-1
3220.58,3146.55,3241.04,3241.92,3239.61,3332.87,-1
3332.87,3344.46,3322.43,3269.84,3326.51,3396.07,1
3396.07,3384.69,3387.64,3330.68,3366.71,3287,1
3287,3318.15,3304.48,3374.82,3356.89,3417.77,-1
3417.77,3428.12,3429.03,3487.86,3438.89,3405.31,-1
3405.31,3438.36,3375.66,3331.89,3332.24,3339.58,1
3339.58,3381.71,3398.89,3452.7,3443.93,3507.23,-1
3507.23,3504.53,3501.23,3565.47,3549.05,3500.09,-1
3500.09,3455.48,3483.08,3492.67,3484.58,3571.22,-1
3571.22,3567.2,3647.51,3668.67,3607.71,3641.53,-1
3641.53,3594.4,3536.87,3566.85,3508.06,3516.31,-1
3516.31,3564.75,3561.03,3612.02,3578.7,3456.27,-1
3456.27,3411.02,3307.34,3326.27,3324.85,3323.38,-1
3323.38,3256.78,3329.83,3276.64,3419,3404.91,1
3404.91,3355.78,3395.33,3481.9,3471.25,3538.39,-1
3538.39,3538.13,3570.58,3577.72,3516.67,3559.33,-1
3559.33,3580.08,3490.6,3497.14,3452.64,3517.1,-1
3517.1,3586.93,3615.42,3639.66,3655.99,3744.5,1
3744.5,3741.71,3717.7,3733.93,3782.56,3746.24,1
3746.24,3729.87,3748.34,3765.59,3797.4,3674.54,1
3674.54,3666.28,3652.29,3638.04,3642.25,3737.09,1
3737.09,3733.16,3712.98,3744.99,3745.95,3821.2,1
3821.2,3809.26,3875.66,3874.78,3841.73,3806.54,-1
3806.54,3846.18,3820.92,3858.85,3860.13,3875.47,1
3875.47,3865.98,3847.57,3870.88,3898.42,3876.94,1
4035.9,4035.44,4004.4,4045.43,4016.18,3995.91,-1
3995.91,3996.22,4055.21,4068.75,4111.64,4139.92,1
4139.92,4106.41,4138.04,4139.86,4151.83,4128.68,1
4128.68,4134.42,4150.24,4095.71,4058.6,4071.6,-1
4071.6,4057.51,4028.37,4014.79,4044.99,4098.97,1
4098.97,4110.8,4122.16,4121.65,4057.05,4070.46,-1
4070.46,4095.86,4095.34,4141.53,4073.35,4068.71,-1
4068.71,3991.42,3995.34,4007.81,4018.16,4054.43,1
4054.43,4100.34,4071.7,4133.78,4126.14,4145.99,-1
4145.99,4087.55,4044.7,3904.95,3915.38,3810.76,1
3810.76,3822.37,3896.79,3827.43,3819.15,3729.23,-1
3729.23,3728.82,3726.07,3811.92,3822.33,3881.25,1
3881.25,3874.04,3856.7,3924.85,4007.6,4048.6,1
4025.07,4061.13,4026.15,4059.15,4103.62,4125.83,1
4125.83,4134.1,4065.74,4008.91,3985.21,4007.65,-1
4007.65,3990.75,4022.1,3909.46,3895.64,3784.61,-1
3784.61,3849.84,3776.24,3824.93,3803.1,3754.37,-1
3754.37,3789.24,3872.26,3839.32,3831.84,3867.84,-1
3867.84,3828.07,3867.52,3913.33,3902.72,3921.41,-1
3921.41,3864.18,3888.31,3917.08,3961.93,4017.81,1
4017.81,4018.95,3997.76,4021.64,4014.56,3948.65,-1
3948.65,3987.3,4003.24,3985.46,3999.79,3989.31,1
3989.31,3928.39,3945.1,4007.05,4013.35,4069.35,1
4069.35,4069.73,4052.73,4035.02,3998.77,3995.73,-1
3995.73,3944.88,3930.58,3934.48,3924.49,3893.24,-1
3893.24,3903.88,3898.84,3847.19,3845.93,3812.63,-1
3812.63,3837.6,3877.48,3801.05,3797.33,3752.59,-1
3752.59,3814.08,3807.21,3889.68,3895.61,3862.71,1
3862.71,3877.32,3823.74,3829.03,3727.74,3690.33,-1
3690.33,3720.64,3678.91,3658.11,3646.99,3699.11,-1
3699.11,3705.73,3726.5,3722.99,3712.61,3772.14,-1
3772.14,3771,3788.88,3832.28,3851.18,3838.85,1
3838.85,3785.21,3817.62,3833.45,3866.99,3887.58,1
3887.58,3889.04,3884.16,3851.22,3886.03,3953.31,1
3953.31,3947.75,3941.75,3963.65,3988.07,3977.68,1
3977.68,3991.02,3942.35,3905.66,3910.3,3874.37,1
3874.37,3882.27,3920.36,3892.9,3994.96,4033.28,1
4033.28,4048.71,4049.66,4043.36,4015.54,4017.82,-1
4017.82,3957.6,3976.03,3940.46,3922.11,3915.17,-1
3915.17,3964.13,3912.4,3934.06,3935.14,3854.41,1
3854.41,3862.26,3929.03,3959.59,3960.25,4012.64,1
4012.64,4037.57,4039.04,4041.38,4063.58,4068.97,1
4068.97,4065.33,4089.13,4130.81,4143.35,4134.34,1
4134.34,4117.22,4183.41,4178.68,4134.89,4123.98,-1
4123.98,4113.37,4125.3,4160.35,4154.27,4146.98,-1
4146.98,4126,4186.03,4216.4,4208.87,4193.91,-1
4193.91,4212.62,4201.35,4150.41,4174.55,4219.24,1
4219.24,4231.3,4213.69,4233.71,4182.27,4211.55,-1
4291.53,4290.5,4258.24,4300.94,4316.4,4307.37,1
4307.37,4258.01,4208.82,4212.14,4232.36,4245.51,1
4245.51,4250.71,4245.55,4220.43,4213.7,4201.89,-1
4201.89,4233.95,4214.12,4216.41,4201.81,4254.85,-1
4254.85,4279.97,4296.31,4281.64,4339.28,4366.35,1
4366.35,4371.39,4353.15,4342.01,4387.8,4386.4,1
4386.4,4402.03,4368.77,4369.68,4359.47,4353.34,-1
4353.34,4323.21,4310.66,4304.29,4348.64,4350.49,1
4350.49,4383.62,4393.43,4373.27,4423.52,4428.09,1
4428.09,4396.5,4375.6,4337.68,4360.49,4367.3,1
4367.3,4387.69,4309.11,4315.92,4327.18,4296.36,1
4341.39,4362.61,4379.18,4389.52,4400.68,4396.09,1
4396.09,4372.12,4405.69,4402.05,4312.25,4202.2,-1
4202.2,4204.61,4178.62,4193.7,4223.04,4246.96,1
4246.96,4233.76,4189.02,4178.1,4184.84,4224.02,1
4224.02,4245.54,4264.35,4299.51,4311.06,4292.41,1
4292.41,4251.13,4244.16,4267.05,4275.7,4262.18,1
4262.18,4251.77,4324.6,4360.42,4360.68,4406.95,1
4406.95,4396.64,4389.54,4436.6,4444.71,4480.43,1
4480.43,4460.63,4527.17,4532.17,4510.39,4497.26,-1
4497.26,4566.01,4557.29,4562.75,4586.1,4599.21,1
4599.21,4591.69,4548.42,4579.87,4604.57,4586.86,1
4586.86,4608.11,4619.6,4627.48,4566.48,4523.82,-1
4523.82,4557.46,4583.63,4586.28,4617.07,4623.41,1
4623.41,4603.65,4615.49,4530.18,4597.97,4663.38,1
4663.38,4653.03,4679.89,4699.27,4712.9,4719.57,1
4719.57,4770.54,4784.5,4829.87,4836.9,4842.7,1
4842.7,4843.49,4855.35,4892.5,4886.5,4890.85,-1
4890.85,4932.87,4923.12,4874.06,4827.18,4837.86,-1
4837.86,4909.48,4990.57,4953.93,4937.33,4922.34,-1
4922.34,4883.81,4871.46,4851.27,4929.91,4941.69,1
4941.69,4917.74,4915.95,4856.01,4783.8,4812.24,-1
4812.24,4791.72,4829.69,4842.94,4837.81,4909.89,-1
4909.89,4968.28,4988.14,4992.75,5005.93,4989.98,1
4989.98,4901.88,4911.17,4905.98,4986.5,4926.13,1
4926.13,4962.86,4875.22,4849.01,4882.58,4998.16,1
4998.16,4965.88,5048.74,5021.17,5044.12,5082.07,1
5082.07,5138.02,5069.42,5017.27,5007.77,5022.79,-1
5022.79,5032.46,4981.77,4950.07,4975.56,4978.83,1
4978.83,4947.18,4845.98,4864.25,4838.4,4901.79,-1
4901.79,4872.97,4900.79,4806.05,4825.64,4929.07,1
4929.07,4922.55,4954.83,5011,4995.24,5024.2,-1
5024.2,5008.83,5011.38,5015.55,5090.75,5092.43,1
5092.43,5110.61,5081.46,5099.72,5123.5,5170.61,1
5170.61,5174.72,5196.08,5187.98,5194.27,5176.59,1
5176.59,5199.48,5193.4,5266.55,5307.99,5266.86,1
5266.86,5300.85,5266.75,5286.75,5282.13,5301.21,-1
5301.21,5310.28,5286.76,5295.82,5353.66,5350.18,1
5449.98,5460.68,5523.62,5516.53,5536.32,5537.11,1
5537.11,5494.71,5532.89,5542.13,5483.09,5514.64,-1
5514.64,5460.16,5395.61,5430.84,5349.02,5348.72,-1
5348.72,5334.3,5427.09,5548.91,5647.42,5660.03,1
5660.03,5674.15,5726.53,5649.6,5657.12,5666.78,1
5756.33,5763.4,5764.37,5789.25,5795.48,5793.95,1
5793.95,5801.04,5862.06,5857.88,5870.79,5915.15,1
5915.15,5796.04,5866.61,5783.49,5721.46,5754.06,-1
5754.06,5739.28,5673.36,5732.22,5804.92,5855.16,1
5855.16,5870.88,5898.48,5897.79,5882.38,5902.79,-1
5902.79,5911.86,5932.31,5947.11,5973.14,5912.26,1
5912.26,5890.63,5914.78,5984.19,5970.08,6024.05,-1
6024.05,6013.85,6029.2,6031.39,5952.92,6003.4,-1
6127.98,6140.72,6118.38,6054.72,5916.28,5857.03,-1
5857.03,5851.92,5652.72,5666.07,5672.28,5546.24,1
5546.24,5678.49,5587.23,5706.06,5788.36,5755.02,1
5755.02,5622.43,5692.86,5707.59,5687.04,5621.19,-1
5621.19,5502.81,5543.93,5383.28,5464.08,5395.55,1
5395.55,5292.14,5305.99,5422.22,5376.01,5439.23,-1
5514.63,5459.15,5456.87,5581.67,5683.31,5712.69,1
5712.69,5729.01,5625.63,5695.47,5681.85,5706.32,-1
5706.32,5616.04,5637.82,5527.29,5422.22,5416.96,-1
5416.96,5396.85,5539.29,5545.82,5451.01,5578.05,-1
5578.05,5565.76,5583.1,5659.07,5705.42,5681.97,1
5681.97,5596.74,5680.82,5640.03,5723.03,5626.67,1
5626.67,5651.92,5702.81,5630.96,5628.37,5692,-1
5692,5776.8,5812.94,5833.51,5817.02,5794.83,-1
5794.83,5818.41,5775.54,5814.08,5811.47,5854.99,-1
5854.99,5847.02,5867.53,5859.57,5876.54,5909.72,1
5909.72,5884.07,5813.06,5773.72,5795.26,5798.46,1
5798.46,5873.85,5906.12,5907.37,5937.87,5926.33,1
5926.33,5873.46,5954.38,5962.03,5883.32,5901.66,-1
5901.66,5960.63,5989.71,5989.16,6004.33,5999.46,1
5999.46,5992.22,6046.37,6075.28,6085.82,6084.4,1
6084.4,6117.71,6119.45,6160.28,6173.68,6186.54,1
6186.54,6115.1,6182.78,6177.42,6202.82,6242.91,1
6242.91,6247.52,6264.92,6284.19,6262.54,6258.19,-1
6258.19,6268.92,6291.9,6223.33,6241.15,6330.65,1
6330.65,6361.96,6349.26,6358.68,6357.77,6393.73,-1
6393.73,6387.38,6430.89,6443.02,6412.36,6452.33,-1
6452.33,6460.39,6476.13,6475.25,6411.96,6298.17,-1
6298.17,6281.68,6363.8,6309.19,6241.13,6295.23,-1
6295.23,6372.8,6369.51,6413.03,6427.41,6469.42,1
6469.42,6476.17,6520.77,6552.58,6588.83,6597.25,1
6607.59,6614.37,6566.56,6687.3,6705.17,6731.74,1
6731.74,6716.82,6701.7,6689.62,6747.17,6687.31,1
6687.31,6678.93,6748.37,6719.58,6690.34,6726.01,-1
6726.01,6788.23,6789.11,6851.28,6885.76,6874.06,1
6874.06,6875.7,6915.56,6876.73,6911.11,6859.45,1
6859.45,6895.34,6961.18,6958.62,6957.07,6987.08,-1
6987.08,6982.91,6941.66,6973.73,6992.58,7027.59,1
6715.49,6623.99,6447.7,6585.47,6579.87,6671.41,-1
6671.41,6700.29,6712.06,6856.96,6899.06,6828.82,1
6828.82,6858.34,6816.89,6897.08,6917.03,6937.17,1
7338.06,7348.83,7282.34,7242.73,7342.54,7335.62,1
7335.62,7270.32,7343.08,7387.02,7378.12,7408.87,-1
7525.69,7442.2,7475.99,7415.33,7479.34,7459.61,1
7459.61,7505.35,7481.25,7499.5,7607.54,7619.31,1
7976.79,7919.83,7730.05,7618.61,7590.5,7706.1,-1
7706.1,7678.26,7680.76,7849.16,8030.64,8036.12,1
8036.12,8033.52,8090.49,7964.71,7949.63,7930.61,-1
7930.61,7860.52,7801.23,7921.36,8007.32,7958.24,1
7958.24,8050.68,8075.26,7987.13,8048.32,8077.39,1
8077.39,7964.76,7898.54,8053.43,8092.77,8105.69,1
8105.69,8038.21,7893.61,7991.21,7874.85,7944.21,-1
7944.21,7806.79,7692.55,7508.96,7451.68,7456.31,-1
7456.31,7584.14,7473.93,7534.13,7435.67,7444.45,-1
7474.33,7425.07,7445.9,7270.07,7378.29,7407.53,1
7407.53,7424.75,7500.48,7511.96,7507.27,7485.99,-1
7485.99,7430.24,7439.18,7519.94,7638.17,7648.58,1
7648.58,7721.77,7588.03,7621.72,7436.63,7375.44,-1
7375.44,7457.9,7472.99,7535.97,7497.74,7479.85,-1
7479.85,7575.21,7750.84,7735.09,7794.43,7787.92,1
7787.92,7769.44,7804.15,7853.79,7861.51,7922.42,1
7922.42,7946.79,7955.3,7944.99,8002.18,7974.37,1
7974.37,7980.44,7986.57,8033.69,8041.26,7969.47,1
7969.47,7962.64,7985.41,7921.4,7884.12,7794.94,-1
7794.94,7842.79,7828.96,7932.44,7949.17,8009.67,1
8009.67,7977.94,8019.22,7880.85,7849.49,7807.55,-1
7807.55,7827.19,7799.62,7819.47,7812.4,7806.84,-1
7806.84,7777.56,7783.11,7667.03,7612.26,7511.97,-1
7511.97,7630.31,7518.42,7562.1,7608.96,7567.36,1
7567.36,7531.35,7723.66,7765.19,7870.52,7837.26,1
7837.26,7808.94,7944.77,7940.58,7994.07,8033.36,1
8033.36,8009.42,8076.12,7928.31,7948.36,7825.44,1
7817.17,7849.99,7782.71,7713.09,7717.95,7732.02,1
7732.02,7566.38,7471.57,7413.53,7314.17,6790.19,-1
6790.19,6769.47,6439.21,6821.07,6816.74,6818.85,-1
6818.85,6892.96,6875.35,6851.75,6968.67,7000.49,1
7000.49,6765.25,6847.51,6733.72,6767.28,6743.54,1
6743.54,6967.84,6973.67,6962.28,6832.43,6967.55,-1
6967.55,7002.29,6899.68,6904.85,6806.29,6882.56,-1
6882.56,6985.97,6997.85,6862.52,6748.13,6689.95,-1
6689.95,6545.04,6683.71,6591.31,6513.99,6448.08,-1
6448.08,6524.57,6599.37,6500.56,6451.9,6182.3,-1
6821.03,6771.98,6721.36,6704.32,6603.57,6554.49,-1
6554.49,6585.05,6702.84,6681.81,6843.08,6786.55,1
6786.55,6728.3,6795.03,6821.32,6896.58,6925.33,1
7052.08,7017.1,7076.25,7071.9,7003.17,7035.95,-1
7035.95,7060.19,7083.24,7081.05,7156.55,7225.94,1
7225.94,7118.5,7040.83,7070.33,6944.05,6953.84,-1
6953.84,6958.66,7033.84,7055.03,7096.79,7008.77,1
7008.77,7019.13,6965.43,6941.83,6803.81,6815.63,-1
6815.63,6771.1,6650.26,6714.52,6765.32,6729.88,1
6729.88,6796.16,6728.91,6721.17,6578.44,6589.46,-1
6589.46,6536.06,6617.84,6459.6,6421.91,6418.32,-1
6418.32,6315.94,6305.42,6353.74,6272.21,6395.75,-1
6395.75,6304.41,6386.46,6305,6153.3,6200.25,-1
6200.25,6081.7,6155.37,6271.27,6382.65,6424.84,1
6424.84,6442.79,6536.09,6440.7,6436.71,6351.15,-1
6351.15,6398.8,6460.12,6479.56,6396.46,6349.81,-1
6349.81,6518.7,6561.39,6543.49,6561.65,6609.63,1
6609.63,6585.87,6422.19,6442.21,6446.02,6432.88,1
6432.88,6282.43,6317.8,6236.96,6342.42,6296.95,1
6296.95,6340.52,6321.03,6420.54,6422.3,6421.8,1
6421.8,6518.47,6467.49,6279.57,6127.44,6263.74,-1
6263.74,6233.41,6210.32,6178.9,6234.89,6064.16,1
6064.16,5965.17,5860.98,5863.42,6143.42,6107.75,1
6107.75,6068.53,6052.87,6173.03,6063.5,5807.08,-1
5807.08,5831.02,5806.33,5660.63,5797.03,5387.01,1
5387.01,5326.63,5013.62,4887,4544.31,5062.45,-1
5062.45,5199.19,4861.63,4622.81,4781.33,4835.01,1
4835.01,4784.41,4571.07,4519.7,4295.67,4334.64,-1
4334.64,4823.45,4808.69,4869.3,4987.97,5026.84,1
5026.84,5278.04,5166.87,4813.57,4938.46,5025.53,1
5025.53,4761.58,4620.8,4649.52,4710.24,4557.27,1
4557.27,4579.47,4354.09,4220.2,4127.41,4554.33,-1
4554.33,4560.42,4560.5,4665.27,4669.44,4394.79,1
4394.79,4531.79,4567.24,4564.23,4381.47,4715.88,-1
4715.88,4779.11,4804.88,4767.2,4663.37,4654.82,-1
4654.82,4729.91,4708.38,4756.4,4696.7,4639.02,-1
4983.99,5026.31,4937.47,4879.91,4783.89,4719.62,-1
4719.62,4636.94,4422.35,4336.73,4366.28,4316.14,1
4316.14,4239.85,4261.15,4219.42,4178.94,4326.87,-1
4326.87,4323.42,4518.72,4428.11,4338.35,4271.04,-1
4271.04,4374.96,4492.79,4510.49,4644.63,4666.82,1
3936.45,3895.75,3846.21,3942.62,3843.74,3710.07,-1
3710.07,3690.72,3890.94,3695.49,3666.41,3692.03,-1
3692.03,3886.98,3914.1,3956.22,3953.6,4044.54,-1
4044.54,3987.77,3996.32,4043.46,4068.74,4176.37,1
4176.37,4187.36,4223.29,4259.37,4203.55,3989.23,-1
3989.23,4084.76,4131.07,4381.92,4384.99,4349.81,1
4491.12,4557.01,4549.79,4609.46,4676.84,4486.3,1
4486.3,4501.63,4594.42,4538.21,4674.32,4694.07,1
4694.07,4607.42,4704.56,4769.45,4769.45,4902.45,-1
4902.45,4853.03,4880.71,4804.1,4913.9,4866.91,1
4866.91,4854.11,4727.61,4738.47,4737.5,4851.96,-1
4918.45,4985.6,5000.77,4932.88,4940.82,5142.56,1
5142.56,5144.06,5054.53,5064.8,5077.03,5004.72,1
5004.72,4997.86,5051.18,5107.26,5069.24,4889.94,-1
4889.94,4890.72,4799.98,4837.48,4839.46,4693.4,1
4693.4,4707.15,4836.01,4800.56,4776.47,4885.09,-1
4885.09,4808.64,4905.44,4718.49,4708.21,4651.82,-1
4651.82,4598.19,4572.65,4630.07,4576.31,4722.34,-1
4722.34,4781.69,4928.44,4957.19,4978.4,5030.15,1
5030.15,5093.97,5121.56,5247.28,5229.36,5251.55,-1
5251.55,5174.74,5270.32,5360.66,5332.14,5426.85,-1
5426.85,5417.02,5353.01,5369.98,5458.96,5418.12,1
5418.12,5285.81,5350.09,5401.11,5309.11,5201.61,-1
5201.61,5250.74,5231.98,5311.06,5462.74,5519.75,1
5519.75,5557.09,5521.97,5470.33,5517.35,5458.04,1
5458.04,5327.29,5319.84,5301.42,5384.43,5463.51,1
5463.51,5481.73,5574.26,5594.77,5624.02,5620.24,1
5620.24,5628.98,5700.26,5731.14,5703.83,5668.65,-1
5668.65,5709.38,5702.05,5605.21,5581.41,5736.31,-1
5736.31,5713.52,5675.16,5554.55,5467.9,5508.85,-1
5508.85,5657.64,5640.75,5716.54,5711.88,5783.23,-1
5783.23,5714.31,5854.14,5830.77,5743.39,5852.56,-1
5852.56,5811.77,5833.49,5762.93,5740.25,5642.16,-1
5642.16,5635.02,5496.27,5587.45,5414.96,5430.82,-1
5430.82,5353.35,5444.23,5480.92,5488.25,5619.72,1
5619.72,5613.2,5668.35,5663.96,5686.83,5804.82,1
5804.82,5778.43,5787.61,5702.18,5663.15,5801.48,-1
5801.48,5769.31,5803.02,5614.17,5685.61,5625.95,1
5625.95,5776.61,5781.68,5770.35,5817.65,5784.75,1
5784.75,5688.58,5647.84,5709.02,5756.29,5802.26,1
5802.26,5811.34,5903.43,5844.44,5831.21,5930.53,-1
6048.3,6031.86,6034.33,6019.36,6037.61,6040.5,1
6040.5,5943,5963.14,5988.88,5875.97,5918.55,-1
5918.55,5976.48,5851.53,5746.97,5695.32,5631.37,-1
5631.37,5668.93,5643.2,5540.33,5608.79,5654.48,1
5654.48,5709.66,5672.09,5533.24,5434.34,5484.85,-1
5484.85,5498.26,5536.37,5503.93,5500.39,5511.1,-1
5511.1,5592.12,5648.34,5680.41,5722.05,5688.44,1
5688.44,5604.07,5615.51,5532.33,5598.46,5713.51,1
5713.51,5776.56,5817.88,5795.32,5877.36,5875.91,1
5875.91,5885.89,5936.72,5928.63,5945.11,5903.56,1
5903.56,5970.99,6024.28,6012.31,5982.43,5987.5,-1
5987.5,6017.27,6039,6132.95,6120.05,6156.85,-1
6235.56,6252.21,6222.41,6171.83,6249.7,6250.69,1
6250.69,6230.83,6278.4,6291.45,6180.9,6162.44,-1
6162.44,6264.23,6230.38,6168.72,6259.53,6332.1,1
6332.1,6159.51,6084.34,6144.91,6135.7,6166.92,-1
6166.92,6006.86,5958.45,5908.26,5715.09,6017.91,-1
6017.91,6037.71,6183.49,6251.97,6056.71,6066.92,-1
6066.92,6155.93,5988.67,5867.88,5829.25,5805.68,-1
5805.68,5670.04,5758.02,5937.14,5946.18,5964.33,1
5964.33,5981.27,5981.2,6054.63,5938.88,5904.95,-1
5904.95,5868.55,5984.75,6056.59,6047.83,6125,-1
6125,6175.05,6190.91,6223.54,6216.98,6292.97,-1
6292.97,6269.04,6204.52,6115.48,6070.6,6157.22,-1
6157.22,5952.03,5965.52,5857.43,5834.15,5816.2,-1
5816.2,5940.98,5992.86,6035.66,6065.24,6077.19,1
6077.19,6191.13,6209.76,6149.36,6040.27,6009.11,-1
6009.11,5967.49,5990.38,6142.15,6166.34,6194.21,1
6194.21,6207.31,6178.94,6134.7,6147.97,6292.13,1
6292.13,6307.91,6331.33,6333.58,6259.63,6351.6,-1
6351.6,6286.25,6154.07,6135.17,6110.41,6110.57,-1
6110.57,6206.4,6186.31,6075.13,6005.16,6010.91,-1
6010.91,5935.44,5899.5,5912.58,5951.17,5912.41,1
5912.41,5925.22,6083.9,6083.85,6134.62,6155.04,1
6155.04,6117.89,6164.44,6221.52,6214.77,6261.68,-1
6261.68,6275.41,6261.87,6249.65,6209.76,6294.58,-1
6294.58,6275.98,6208.33,6184.71,6298.3,6278.89,1
6278.89,6276.09,6246.92,6229.02,6211.34,6134.21,-1
6134.21,6215.83,6270.73,6276.25,6291.67,6309.51,1
6309.51,6304.57,6434.52,6455.27,6492.3,6516.63,1
6516.63,6490.69,6524.55,6611.01,6605.84,6639.21,-1
6639.21,6613.8,6568,6595.28,6601.37,6604.86,1
6604.86,6654.31,6617.8,6734.69,6754.2,6750.5,1
6750.5,6787.81,6719.84,6723.41,6734.61,6790.17,1
6790.17,6663.24,6700.07,6832.11,6843.55,6822.05,1
