Aareal Bank AG
Airbus SE
alstria office
Aroundtown S.A.
Aurubis AG
Bechtle AG
Brenntag AG
Cancom
Carl Zeiss Meditec AG
Commerzbank
CompuGroup Medical
CTS Eventim
Delivery Hero SE
Deutsche Pfandbriefbank AG
Deutsche Wohnen SE
Dürr AG
Evonik Industries AG
Evotec
Fraport AG
Freenet AG
Fuchs Petrolub SE
GEA Group AG
Gerresheimer AG
Grand City Properties S.A.
Grenke AG
Hannover Rückversicherung AG
HELLA GmbH & Co. KGaA
HelloFresh SE
Hochtief AG
Hugo Boss AG
K+S AG
Kion Group AG
Knorr-Bremse AG
Lanxess AG
LEG Immobilien AG
Metro AG
Morphosys
Nemetschek SE
OSRAM Licht AG
ProSiebenSat.1 Media SE
Puma SE
Qiagen
Rational AG
Rheinmetall AG
Rocket Internet SE
RTL Group SA
Sartorius
Scout24 AG
Siemens Healthineers
Siltronic
Software AG
Symrise AG
TAG Immobilien AG
TeamViewer AG
Telefónica Deutschland Holding
Thyssenkrupp
Uniper SE
United Internet
Varta AG
Zalando SE
